Employer name (English) / 僱主名稱 (英文) ,Employer name (Chinese) / 僱主名稱 (中文) ,Wage subsidy amount (June ‐ August 2020) / 工資補貼金額 (2020年6月至8月) ,Committed headcount under payroll / 
,,,
,,,承諾受薪僱員人數 
,,,
ORIENT VENTURE CONSULTANT CO LTD ,奧宏顧問有限公司 ,"72,750.00",4
,,,
ORIENT VICTORY TRAVEL GROUP COMPANY LIMITED ,東勝旅遊集團有限公司 ,"202,950.00",8
,,,
ORIENTAL BUTTONS LIMITED ,東方鈕扣有限公司 ,"22,500.00",1
,,,
ORIENTAL CASHMERE CORPORATION LTD ,東方羊絨有限公司 ,"162,000.00",6
,,,
ORIENTAL CHAOZHOU MEDICAL COMPANY ,東方潮人參茸藥行 ,"18,750.00",1
,,,
ORIENTAL CMC LIMITED ,,"71,250.00",4
,,,
ORIENTAL ELECTRICAL COMPANY LTD ,東方電業行有限公司 ,"65,205.00",3
,,,
ORIENTAL EVER INVESTMENT LIMITED ,東融投資有限公司 ,"108,000.00",4
,,,
ORIENTAL EVER UNION LTD ,東方永聯有限公司 ,"22,500.00",1
,,,
ORIENTAL EXPO SERVICES LIMITED ,華毅東方展覽有限公司 ,"81,000.00",3
,,,
ORIENTAL FLAIR (HK) LIMITED ,,"54,000.00",2
,,,
ORIENTAL FLORIST ,東方花舍 ,"9,750.00",1
,,,
ORIENTAL GENERATION LIMITED ,東展有限公司 ,"294,000.00",12
,,,
ORIENTAL HOME SENSE CO LTD ,東寶龍有限公司 ,"166,500.00",7
,,,
ORIENTAL INDUSTRIAL PRODUCTS COMPANY ,東源工業產品公司 ,"54,000.00",2
,,,
ORIENTAL INTERNATIONAL HEALTH PRODUCTS CO LTD ,東方國際保健品有限公司 ,"1,045,740.00",45
,,,
ORIENTAL LANDSCAPES LIMITED ,東方綠化有限公司 ,"468,270.00",18
,,,
ORIENTAL MACHINE TOOL COMPANY LIMITED ,東源精密機械有限公司 ,"454,275.00",19
,,,
ORIENTAL MTECH COMPANY LIMITED ,東浦機械有限公司 ,"49,200.00",2
,,,
ORIENTAL PAPER DEVELOPMENT LIMITED ,東方紙業發展有限公司 ,"58,500.00",3
,,,
ORIENTAL PARTNERS LIMITED ,形灃食品有限公司 ,"2,241,783.00",79
,,,
ORIENTAL PEAK INDUSTRIAL CO LIMITED ,東峰實業有限公司 ,"81,000.00",3
,,,
ORIENTAL RESOURCE ENTERPRISES LIMITED ,東源企業有限公司 ,"189,000.00",7
,,,
ORIENTAL SUPER LIMITED ,東方新星有限公司 ,"54,000.00",2
,,,
ORIENTAL TECH EXECUTIVE SEARCH CONSULTANTS O/B ORIENTAL TECH LIMITED ,,"54,000.00",2
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
ORIENTAL TRANSPORTATION (H.K.) COMPANY LIMITED ,東方貨運有限公司 ,"109,581.00",8
,,,
"ORIENTAL TURNING MACHINERY CO., LTD. ",東源旋盤機械有限公司 ,"52,200.00",2
,,,
ORIENTAL UNION LOGISTICS SERVICES LTD ,東聯通運有限公司 ,"123,000.00",5
,,,
ORIGAMI GROUP LIMITED ,,"348,381.00",14
,,,
ORIGIN BUSINESS CONSULTANCY COMPANY LIMITED ,真原商務諮詢有限公司 ,"95,400.00",4
,,,
ORIGIN EDUCATION LIMITED ,啟源教育有限公司 ,"27,000.00",1
,,,
ORIGINAL DESIGN (HK)LIMITED ,原創設計工程(香港)有限公司 ,"87,150.00",4
,,,
ORIJEN LIMITED ,,"162,000.00",6
,,,
ORION CPA LIMITED ,瀚林會計師事務所有限公司,"96,000.00",4
,,,
ORION INTERNATIONAL LIMITED ,,"27,000.00",1
,,,
ORION INTERNATIONAL TRADING COMPANY LIMITED ,奧利恩國際貿易有限公司 ,"81,000.00",3
,,,
ORION JAMES LIMITED ,,"10,650.00",1
,,,
ORION SCUBA LIMITED ,麥善韜 ,"27,000.00",2
,,,
ORION SEMICONDUCTOR LTD. ,創啟電子有限公司 ,"22,500.00",1
,,,
ORION SYSTEMS CONSULTANT LTD ,奧利安系統顧問有限公司 ,"80,250.00",4
,,,
ORIONX INTERNATIONAL LIMITED ,奧偲國際有限公司 ,"379,500.00",15
,,,
ORLANT (HK) COMPANY LIMITED ,歐蘭特(香港)有限公司 ,"23,700.00",1
,,,
ORO BERLIN TRADING COMPANY LTD ,奧柏香港貿易有限公司 ,"76,500.00",3
,,,
ORO TIME LIMITED ,達之訊時計有限公司 ,"261,750.00",10
,,,
ORTHO SPECIALIST LIMITED ,矯齒專科有限公司 ,"83,475.00",5
,,,
OS2 ASIA LTD ,,"54,000.00",2
,,,
OSA ,奧莎 ,"270,132.00",12
,,,
OSA BAO DIM ,奧莎中華包點 ,"28,089.00",2
,,,
OSC TRADING LTD ,澳柏貿易有限公司 ,"24,375.00",1
,,,
OSCAR BATH & KITCHEN LIMITED ,奧斯卡建材有限公司 ,"215,250.00",8
,,,
OSCAR BEAUTY LADIES HEALTH CENTRE ,奧斯卡美容健美中心 ,"135,000.00",5
,,,
OSCAR S.P. CHEUNG & CO. ,張兆平會計師事務所 ,"54,000.00",2
,,,
OSCARS LIMOUSINE LIMITED ,潮慧司機有限公司 ,"108,000.00",4
,,,
O‐SEA SPORTS MANAGEMENT LIMITED ,,"184,500.00",9
,,,
OSIZ ,,"44,925.00",2
,,,
OSLO HYGIENE SOLUTION LTD. ,奧斯陸環衛有限公司 ,"53,850.00",3
,,,
OSM HK LIMITED ,,"522,528.00",20
,,,
OSMOSIS TRADING LTD ,匯誠貿易有限公司 ,"43,500.00",2
,,,
OSMOSIS WELLNESS (HONG KONG ) LIMITED ,立思晁香港有限公司 ,"100,500.00",4
,,,
OSOME LIMITED ,,"54,000.00",4
,,,
OSR GROUP LIMITED ,,"27,000.00",1
,,,
OSRO CHINA LIMITED ,行標環保有限公司 ,"27,000.00",1
,,,
OSSFILA TECHNOLOGY LIMITED ,奧斐納科技有限公司 ,"85,500.00",6
,,,
OSSTEM HONG KONG LIMITED ,,"567,000.00",20
,,,
OSTEO‐HEALTH PHYSIOTHERAPY AND REHABILITATION CENTRE LIMITED ,骼健物理治療復康中心有限公司,"99,900.00",4
,,,
OSTYLES LIMITED ,天型廣告有限公司 ,"27,000.00",2
,,,
OT TECHNOLOGY LIMITED ,,"27,000.00",1
,,,
OTAX HONG KONG LIMITED ,,"297,000.00",11
,,,
OTB KIDS YL COMPANY LIMITED ,創思童樂(元朗)有限公司 ,"59,334.00",6
,,,
OTB‐KIDS COMPANY LIMITED ,創思童樂有限公司 ,"76,830.00",4
,,,
OTIC FOUNDATION LIMITED ,,"54,000.00",2
,,,
OTIZ LIMITED ,樂齡有限公司 ,"27,000.00",1
,,,
OTK TRANSPORTATION LIMITED ,奧達記運輸有限公司 ,"81,000.00",3
,,,
OTS BILLING SERVICES LIMITED ,,"123,900.00",5
,,,
OTTIMO COMPANY LIMITED ,奧迪洋行有限公司 ,"24,000.00",1
,,,
OTTO BOCK ASIA PACIFIC LIMITED ,,"452,712.00",17
,,,
OU WEI LIMITED ,歐崴有限公司 ,"15,000.00",1
,,,
OUMY(HONG KONG) FURNITURE CO LTD ,歐邁(香港)傢俱有限公司 ,"152,250.00",6
,,,
OURS BAKERY COMPANY LIMITED ,麵包熊(烘焙)有限公司 ,"104,250.00",6
,,,
OURSKY LIMITED ,,"1,155,780.00",48
,,,
OUT OF THE BLUE (HONG KONG) LIMITED ,歐寶香港有限公司 ,"243,000.00",9
,,,
OUTBLAZE LIMITED ,,"322,200.00",13
,,,
OUTLINE ELECTRONICS LIMITED ,優良電子有限公司 ,"520,170.00",23
,,,
OUTPUT PRO ,專業輸出 ,"15,000.00",1
,,,
OUTPUT STATION ,,"31,650.00",3
,,,
OUTSHINE COLD STORAGE LOGISTIC LIMITED ,飛達凍倉物流有限公司 ,"145,650.00",6
,,,
OUTSMART RESOURCES LIMITED ,,"135,000.00",4
,,,
OUTSOURCES (PRODUCTION) COMPANY LIMITED ,,"81,000.00",3
,,,
OUTSTANDING CHINESE MEDICINE LIMITED ,傑出中醫有限公司 ,"81,000.00",3
,,,
OUTSTANDING IDEA LTD ,卓越理念有限公司 ,"54,000.00",2
,,,
OUTSTANDING LIMITED ,領創有限公司 ,"54,000.00",2
,,,
OUTSTANDING PUBLICATION LIMITED ,精英出版社有限公司 ,"117,573.00",6
,,,
OVACO (HK) LIMITED ,奧華高(香港)有限公司 ,"101,250.00",4
,,,
OVD LIMITED ,傲雲實業有限公司 ,"49,500.00",2
,,,
OVER AND BACK HONG KONG LIMITED ,奧巴家品有限公司 ,"365,910.00",14
,,,
OVERCOME CREATIVE COMPANY LIMITED ,同心製作有限公司 ,"105,000.00",4
,,,
OVERSEAS GARDEN CO ,僑嘉公司 ,"19,500.00",1
,,,
"OWAGO, LIMITED ",,"487,791.00",23
,,,
OWANA SHOES CO ,好運來鞋店 ,"27,792.00",2
,,,
OWELL SANITARY WARE COMPANY LIMITED ,傲威潔具有限公司 ,"243,576.00",9
,,,
OWINNER ASIA LIMITED ,奧穎亞洲有限公司 ,"154,500.00",6
,,,
OWL DESIGN LIMITED ,傲華設計有限公司 ,"238,650.00",9
,,,
OWL SQUARE CO‐LIVING LIMITED ,,"189,000.00",8
,,,
OWL TRAVEL SERVICES LTD ,遨翔旅運有限公司 ,"81,000.00",3
,,,
OWLSOME BROTHERS LIMITED ,,"173,652.00",5
,,,
OWN INTERIORS LIMITED ,卓築設計工程有限公司 ,"96,750.00",4
,,,
OWN THE ROOM ASIA LIMITED ,,"324,000.00",13
,,,
OWOH KOTECH LIMITED ,喔噢技術有限公司 ,"297,000.00",11
,,,
OWOH ONLINE LIMITED ,喔噢在線有限公司 ,"54,000.00",2
,,,
OWT INTERNATIONAL LIMITED ,巴富建業有限公司 ,"27,000.00",1
,,,
OX FASHION TRADING ( HK) LIMITED ,,"102,000.00",4
,,,
OX FINANCIAL ASSETS MANAGEMENT LIMITED ,小牛金服資產管理有限公司,"27,000.00",1
,,,
OX FINANCIAL SECURITIES LIMITED ,小牛金服證券有限公司 ,"132,750.00",5
,,,
OXANT INTERNATIONAL COMPANY ,屋山土發展公司 ,"27,000.00",1
,,,
OXBRIDGE EDUCATION GROUP LIMITED ,津橋教育集團有限公司 ,"67,839.00",3
,,,
OXFORD TRANSLATION (HK) LIMITED ,牛津翻譯社(香港)有限公司 ,"81,000.00",3
,,,
OXO EYEWEAR LIMITED ,溢楊眼鏡有限公司 ,"43,500.00",2
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
OXYCON CONTACT LENSES LTD ,視康光學有限公司 ,"9,495.00",1
,,,
OXYGEN TWO POINT ZERO COMPANY LIMITED ,氧氣貮點零市場策劃有限公司` ,"286,500.00",11
,,,
OYEAH PRODUCTION LIMITED ,悅野製作有限公司 ,"45,000.00",2
,,,
OYEZ STEEL LIMITED ,傲逸鋼材有限公司 ,"81,000.00",3
,,,
"P & C ENTERPRISE CO., LIMITED ",運潤企業有限公司 ,"108,000.00",4
,,,
P & J TRANSPORT HONG KONG LIMITED ,專業運輸香港有限公司 ,"301,746.00",15
,,,
P & M (INTERNATIONAL) INDUSTRIAL CO. ,海港(國際)實業公司 ,"54,000.00",2
,,,
P & P COMPANY ,,"10,500.00",1
,,,
P H TANG & CO ,鄧標鴻會計師事務所 ,"112,650.00",5
,,,
P L LEUNG & ASSOCIATES ,梁伯麟建築師 ,"15,000.00",1
,,,
P L TECHNOLOGY LIMITED ,,"187,950.00",8
,,,
P M G LIMITED ,,"177,750.00",7
,,,
P P ELEGANT COMPANY LIMITED ,,"133,989.00",7
,,,
P&C (BROTHER) INDUSTRIAL COMPANY LIMITED ,邦卓(兄弟)實業有限公司 ,"45,000.00",4
,,,
P&C INTERNATIONAL TRADING LIMITED ,栢仕國際質易有限公司 ,"333,075.00",12
,,,
P&L EMPLOYMENT AGENCY ,P&L 僱傭中心 ,"12,000.00",1
,,,
P&N WORLDWIDE COMPANY LIMITED ,葆齡集團有限公司 ,"206,694.00",9
,,,
P&P DENTAL SURGERY ,,"38,700.00",2
,,,
P&S MATERIAL LTD ,鵬成建材有限公司 ,"40,500.00",2
,,,
P&T HAIR ,髮棧髮型設計 ,"10,500.00",1
,,,
P&T RESOURCES INTERNATIONAL LIMITED ,名木資源國際有限公司 ,"27,000.00",1
,,,
P. LANCON (HK) LIMITED ,,"54,000.00",2
,,,
P. Y. CHEUNG & CO. ,張博彥律師行 ,"88,500.00",5
,,,
P.B. GLOBAL ASSET MANAGEMENT LIMITED ,倍搏環球資產管理有限公司,"135,000.00",5
,,,
P.B. INVESTMENT LIMITED ,倍搏投資有限公司 ,"54,000.00",2
,,,
P.D. & P. LIMITED ,,"206,925.00",9
,,,
P.L.A.I. BEHAVIOUR AND EDUCATION SERVICES LIMITED ,培基行為及教育服務有限公司,"378,450.00",13
,,,
P.L.A.I. BEHAVIOUR CONSULTING LIMITED ,,"27,000.00",1
,,,
P.R.DIAMONDS (HK) LIMITED ,,"39,000.00",2
,,,
P.S.L. LIMITED ,,"151,854.00",6
,,,
P.W. NG & CO. ,吳碧華會計師事務所 ,"15,600.00",1
,,,
P1S LIMITED ,,"81,000.00",3
,,,
P2 MOBILE TECHNOLOGIES LIMITED ,網進流動科技有限公司 ,"841,650.00",31
,,,
P2G CONSULTING LIMITED ,,"27,000.00",1
,,,
P3 INTERNATIONAL LIMITED ,,"132,300.00",5
,,,
"P8 ENTERPRISES CO., LIMITED ",,"21,300.00",2
,,,
PAASOO TECHNOLOGY LIMITED ,無限雲科技有限公司 ,"81,000.00",3
,,,
PAAV COMPANY LIMITED ,燈聲畫有限公司 ,"81,000.00",3
,,,
PACCO CARGO FORWARDING COMPANY LIMITED ,栢高聯運有限公司 ,"189,000.00",7
,,,
PACERS ATHLETICS CLUB LIMITED ,飛達田徑會有限公司 ,"27,000.00",1
,,,
PAC‐GATE INTERNATIONAL LIMITED ,柏機國際有限公司 ,"54,000.00",2
,,,
PACIFIC (INTERNATIONAL) LEATHER PRODUCTS CO LTD ,太平洋(國際)皮具有限公司 ,"46,500.00",2
,,,
PACIFIC ACCESS LIMITED ,,"108,000.00",4
,,,
PACIFIC AGRISCIENCE (HONG KONG) COMPANY LIMITED ,太平洋科農(香港)有限公司 ,"51,000.00",3
,,,
PACIFIC AIRLIFT (CHINA) LIMITED ,,"270,000.00",10
,,,
PACIFIC ASIA INTERNATIONAL TRADING LIMITED ,太平洋國際貿易有限公司 ,"64,500.00",3
,,,
PACIFIC AVIATION MARKETING (HK) LIMITED ,太平洋航空拓展有限公司 ,"1,161,000.00",43
,,,
PACIFIC BASE LIMITED ,崇邦有限公司 ,"81,000.00",3
,,,
PACIFIC BASE TECHNOLOGIES LIMITED ,,"162,000.00",6
,,,
"PACIFIC BONTEX CO., LTD. ",恆毅亞太有限公司 ,"27,000.00",1
,,,
PACIFIC BUILDING MATERIAL (PROJECT) LIMITED ,港基建材(工程)有限公司 ,"491,601.00",16
,,,
PACIFIC CHARTER SHIPPING COMPANY LIMITED ,嘉達航運有限公司 ,"135,000.00",5
,,,
PACIFIC CHINA WARE ,太平洋行 ,"15,000.00",1
,,,
PACIFIC COMPANY ,,"15,000.00",1
,,,
PACIFIC CONNECTION COMPANY LIMITED ,世達貿易有限公司 ,"150,000.00",6
,,,
PACIFIC D & D INTERNATIONAL LIMITED ,,"118,200.00",6
,,,
PACIFIC DECOR INDUSTRIAL LIMITED ,盈康實業有限公司 ,"27,000.00",1
,,,
PACIFIC DIAM LIMITED ,,"97,500.00",4
,,,
PACIFIC DRAGON DEVELOPMENT LIMITED ,龍海發展有限公司 ,"39,000.00",2
,,,
PACIFIC DRAGON SHIPPING INTERNATIONAL LIMITED ,華隆船務國際有限公司 ,"45,000.00",3
,,,
PACIFIC EARTH RESOURCES MANAGEMENT LIMITED ,億宇資源管理有限公司 ,"811,065.00",40
,,,
PACIFIC ELECTRIC WIRE & CABLE (HONG KONG) LIMITED ,太平洋電線電纜(香港)有限公司 ,"54,000.00",2
,,,
PACIFIC EVER LIMITED ,緯展有限公司 ,"22,500.00",1
,,,
PACIFIC FASHIONS ,,"79,500.00",3
,,,
PACIFIC FOUNDATION SECURITIES LIMITED ,太平基業證券有限公司 ,"403,500.00",19
,,,
PACIFIC FUTURE LIMITED ,太平洋未來有限公司 ,"54,000.00",2
,,,
PACIFIC GAIN GARMENT LIMITED ,合盈服裝有限公司 ,"108,000.00",4
,,,
PACIFIC GARMENT LIMITED ,太平製衣有限公司 ,"117,285.00",6
,,,
PACIFIC GENIUS MERCHANDISE INTERNATIONAL LTD ,浩才商品國際有限公司 ,"133,950.00",5
,,,
"PACIFIC HORSE CO., LTD ",宇標有限公司 ,"81,000.00",3
,,,
PACIFIC JADE CORPORATE SERVICES LIMITED ,,"73,500.00",3
,,,
PACIFIC JADE TAX CONSULTANCY LIMITED ,,"54,000.00",2
,,,
"PACIFIC LIGHT DATA COMMUNICATION CO., LIMITED ",太平洋光纜數據通訊有限公司,"432,000.00",16
,,,
"PACIFIC MARINE HK CO., LIMITED ",香港太平洋海事有限公司 ,"27,000.00",1
,,,
PACIFIC MINERALS RESOURCES LIMITED ,泛亞礦產資源有限公司 ,"120,000.00",5
,,,
PACIFIC MOBILE LIMITED ,網絡動力(中國)有限公司 ,"67,200.00",3
,,,
PACIFIC OCEAN LOGISTICS LIMITED ,太平洋物流有限公司 ,"150,000.00",6
,,,
PACIFIC ORIENT LIMITED ,恒奧有限公司 ,"22,500.00",2
,,,
PACIFIC PARKING LIMITED ,泰港停車場有限公司 ,"170,715.00",8
,,,
PACIFIC PEARLS LIMITED ,,"54,000.00",3
,,,
PACIFIC PETALS LIMITED ,,"138,840.00",6
,,,
PACIFIC PREMIUM LIMITED ,高亞(香港)有限公司 ,"70,500.00",3
,,,
PACIFIC RICH RESOURCES (HONG KONG) LIMITED ,豐裕泰有限公司 ,"151,431.00",7
,,,
PACIFIC RIGHT TRAVEL SERVICES LIMITED ,宏瑞旅遊有限公司 ,"7,500.00",1
,,,
PACIFIC SATELLITE INTERNATIONAL LIMITED ,栢衛通訊器材有限公司 ,"1,400,286.00",61
,,,
PACIFIC SKY INDUSTRIES LIMITED ,,"114,150.00",5
,,,
PACIFIC SMART LOGISTICS LIMITED ,順利通物流有限公司 ,"49,140.00",2
,,,
PACIFIC SUPPLY (HK) LIMITED ,,"27,000.00",1
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
PACIFIC TIGER GROUP LIMITED ,,"378,000.00",14
,,,
PACIFIC TONE LTD ,僑通有限公司 ,"81,000.00",4
,,,
PACIFIC TRACKER LIMITED ,凱港有限公司 ,"751,254.00",110
,,,
PACIFIC VENTURE (FAR EAST) LTD ,雲洋有限公司 ,"108,000.00",3
,,,
PACIFIC WEB INTERNATIONAL LTD ,順熙國際有限公司 ,"10,500.00",2
,,,
PACIFIC WISE INTERNATIONAL LIMITED ,恒匯國際有限公司 ,"33,372.00",2
,,,
PACIFIC YORK LIMITED ,達銳有限公司 ,"96,000.00",6
,,,
PACIFIC ZONE LTD ,遠崇有限公司 ,"27,000.00",1
,,,
PACINO APPAREL LTD. ,栢仙奴服裝有限公司 ,"81,000.00",3
,,,
PACIWOOD MUSIC & ENTERTAINMENT LIMITED ,百仕活娛樂事業有限公司 ,"97,500.00",4
,,,
PACK IN GREEN PACKAGING LIMITED ,柏歷包裝設計有限公司 ,"42,000.00",2
,,,
PACKMOJO LIMITED ,,"54,000.00",2
,,,
PACKNBOX INDUSTRIAL COMPANY LIMITED ,燊鋒實業有限公司 ,"80,250.00",4
,,,
PACKY COLLECTION ,金百利新婚禮服 ,"16,653.00",3
,,,
PACO ART H.K. LTD ,,"81,000.00",3
,,,
PACO CONSTRUCTION COMPANY LIMITED ,柏圖工程有限公司 ,"108,000.00",5
,,,
PACRAY TOURISM DEVELOPMENT (HONG KONG) LIMITED ,香港太睿旅遊發展有限公司,"27,000.00",1
,,,
PACSIA DEVELOPMENT COMPANY LIMITED ,仕發展有限公司 ,"27,690.00",4
,,,
PAD THAI ,金邊粉泰國餐 ,"243,000.00",12
,,,
PADICO TRADING (HK) LIMITED ,大港貿易(香港)有限公司 ,"205,500.00",8
,,,
PADINI INTERNATIONAL LIMITED ,巴廸尼(國際)有限公司 ,"54,000.00",2
,,,
PADORLY COMPANY LIMITED ,栢多利有限公司 ,"10,500.00",1
,,,
PAEAN MEDICAL COMPANY LIMITED ,凱歌醫療有限公司 ,"27,000.00",2
,,,
PAEDIATRIC RESPIRATORY AND SLEEP DISORDERS CENTRE ,兒童呼吸及睡眠疾病中心 ,"78,720.00",3
,,,
PAGEANTSTAGE DESIGN COMPANY ,,"27,000.00",1
,,,
PAI DANG LIMITED ,拍檔(香港)有限公司 ,"42,750.00",2
,,,
PAIN CARE PHYSIOTHERAPY CENTRE LIMITED ,香港物理治療痛症中心有限公司,"27,000.00",1
,,,
PAJ LOGISTICS LIMITED ,,"220,899.00",9
,,,
PAK CHEONG PHARMACEUTICAL LTD ,百昌藥業有限公司 ,"250,560.00",10
,,,
PAK CHIN TRANSPORTATION LIMITED ,泊展運輸有限公司 ,"514,161.00",20
,,,
PAK FAT CHUNG COMPANY LIMITED ,百發中有限公司 ,"108,000.00",4
,,,
PAK FOOK HO ,百福號 ,"103,500.00",5
,,,
PAK FOOK HO LIMITED ,百福號有限公司 ,"41,250.00",2
,,,
PAK FUNG CURTAIN COMPANY LIMITED ,栢桻窗飾有限公司 ,"108,000.00",4
,,,
PAK GROUP LIMITED ,,"54,000.00",2
,,,
"PAK HO MEAT CO. , (FROZEN FOOD) ",百好肉食公司(凍肉部) ,"36,600.00",2
,,,
PAK KAR LEE DESIGN DEC ENG CO LTD ,百家利設計裝飾工程有限公司,"97,614.00",6
,,,
PAK KONG HEAVY EQUIPMENTS ,巴港公司 ,"12,750.00",1
,,,
PAK LAI BEAUTY CENTRE ,栢麗美容中心 ,"21,000.00",1
,,,
PAK LEE FASHION WHOLESALE ,百利時裝批發 ,"15,000.00",1
,,,
PAK LEE LOGISTICS LTD ,百利物流有限公司 ,"270,000.00",9
,,,
PAK LEE SNACK ,百利美食 ,"31,500.00",4
,,,
PAK LEI SHOES COMPANY ,百利皮鞋公司 ,"7,500.00",1
,,,
PAK LOI AUDIO‐VISUAL HONG KONG LTD ,柏萊影音香港有限公司 ,"69,237.00",3
,,,
PAK LOK SCAFFOLDING LIMITED ,柏樂棚業有限公司 ,"27,000.00",10
,,,
PAK LOK TRAVEL LIMITED ,千里馬旅遊有限公司 ,"54,000.00",2
,,,
PAK MEI HOUSE ,百味川 ,"217,566.00",9
,,,
PAK NGA PUBLICATION ,柏雅出版社 ,"180,612.00",15
,,,
PAK NIN TRANSPORTATION CO ,百年旅運公司 ,"184,200.00",10
,,,
PAK SHING AUTO CO. LTD. ,百成汽車有限公司 ,"195,000.00",8
,,,
PAK SHING PROPERTIES MANAGEMENT LIMITED ,百成物業管理有限公司 ,"129,000.00",5
,,,
PAK SHING TONG GINSENG COMPANY LIMITED ,百成堂參茸行有限公司 ,"1,051,695.00",41
,,,
PAK SHUN ENTERPRISE (HK) LTD ,百順企業(香港)有限公司 ,"46,500.00",2
,,,
PAK SHUN TRANSPORTATION LIMITED ,百順運輸有限公司 ,"30,000.00",3
,,,
PAK TAK (KWONG TAI) KNITTING FACTORY LIMITED ,百德(廣泰)針織廠有限公司 ,"349,722.00",13
,,,
PAK TAK HONG KONG TRADING LIMITED ,百德香港貿易有限公司 ,"675,000.00",25
,,,
"PAK TAK INTERNATIONAL TRADING CO., LIMITED ",百德國際貿易行有限公司 ,"54,000.00",2
,,,
PAK TAT ASIA INDUSTRIAL LIMITED ,百達亞洲實業有限公司 ,"71,049.00",4
,,,
PAK TAT INDUSTRIAL (HK) LIMITED ,柏達實業(香港)有限公司 ,"27,000.00",1
,,,
PAK TAT TOYS INDUSTRIAL CO ,柏達玩具實業公司 ,"27,000.00",1
,,,
PAK YUE EMPLOYMENT AGENCY CENTRE LIMITED ,柏裕僱傭中心有限公司 ,"49,500.00",2
,,,
PAK YUE LIMITED ,栢裕(亞洲)有限公司 ,"81,000.00",3
,,,
PAK YUET TRAVEL LIMITED ,百悅旅運有限公司 ,"117,000.00",5
,,,
PAKA PRESCHOOL PRODUCTS LIMITED ,栢嘉幼兒用品有限公司 ,"242,535.00",9
,,,
PAKA PROMOTION (HONG KONG) LIMITED ,栢嘉推廣(香港)有限公司 ,"69,000.00",3
,,,
PAKA TOYS & GIFTS LIMITED ,栢嘉玩具禮品有限公司 ,"555,642.00",18
,,,
PAKAN DEVELOPMENT LTD ,栢幸發展有限公司 ,"27,000.00",1
,,,
PAKAPHI TRADING COMPANY LIMITED ,加比貿易有限公司 ,"54,000.00",2
,,,
PAKEY TECHNOLOGY LIMITED ,珀基科技有限公司 ,"87,000.00",3
,,,
PAKIN LIMITED ,百行有限公司 ,"54,000.00",2
,,,
PAKO FASHION ,,"16,935.00",1
,,,
PAKON INDUSTRIAL LIMITED ,裕強實業有限公司 ,"216,000.00",8
,,,
PAKREATION LTD ,,"54,000.00",2
,,,
PAKSON DEVELOPMENT LTD ,百創發展有限公司 ,"27,000.00",1
,,,
"PAL (YITIAN) ACCESSORIES CO., LIMITED ",匯田服飾有限公司 ,"48,000.00",2
,,,
PAL LINE INDUSTRIAL COMPANY LTD. ,匯進實業發展有限公司 ,"27,000.00",1
,,,
PAL MEDICAL COMPANY ,摯友醫療公司 ,"79,500.00",3
,,,
PALACE INTERNATIONAL TRAVEL GROUP LIMITED ,港通國際旅遊集團有限公司,"40,200.00",2
,,,
PALACE ONE LIMITED ,兆益建材有限公司 ,"157,500.00",6
,,,
PALINDA WINES (H.K.) LIMITED ,百利達酒莊(香港)有限公司 ,"208,383.00",9
,,,
PALLADIO KITCHEN LIMITED ,柏麗廚櫃有限公司 ,"51,000.00",2
,,,
PALLUCK INDUSTRIES LIMITED ,百運實業有限公司 ,"42,900.00",2
,,,
PALM LOGISTICS MANAGEMENT COMPANY ,柏林物流管理公司 ,"108,150.00",6
,,,
PALM MEDICAL LIMITED ,,"54,000.00",2
,,,
PALM SAFE INTERNATIONAL INNOVATION CENTER (HONG KONG) LIMITED ,掌安國際創新中心(香港)有限公司 ,"49,500.00",2
,,,
PALMARY SOLUTIONS COMPANY LIMITED ,天域商業方案有限公司 ,"189,000.00",7
,,,
PALMECO TECH LIMITED ,棕科環保科技有限公司 ,"75,762.00",3
,,,
PAMAX INDUSTRIES LIMITED ,百敏實業有限公司 ,"81,000.00",3
,,,
PAMCO LIMITED ,柏高廣告有限公司 ,"423,000.00",16
,,,
PAMON DECORATIVE MATERIALS COMPANY LIMITED ,栢裕建材有限公司 ,"81,000.00",3
,,,
PAMSON PACIFIC ENTERPRISES CORP LTD ,,"168,000.00",6
,,,
PAMYCARIE ,,"148,500.00",7
,,,
Employer name (English) / 僱主名稱 (英文) Employer name (Chinese) / 僱主名稱 (中文) Wage subsidy amount (June ‐ August Committed headcount under payroll / 2020) / 工資補貼金額 (2020年6月至8月) 承諾受薪僱員人數 ,,,
,,,
PAN AMERICAN METALS LIMITED ,,"101,550.00",4
,,,
PAN ASIA DATA HOLDINGS INC. ,聯洋智能控股有限公司 ,"135,000.00",5
,,,
